capability_id,category,current_status,what_is_it_ru,why_needed_ru,agent_usage_ru,plus_ru,minus_risk_ru,install_needed,platform_profile_pc_windows,platform_profile_ubuntu_vm3,platform_profile_cross_platform,platform_profile_unknown_notes,install_command_candidate,detect_command,validation_command,stress_test_candidate,receipt_required,recommendation,owner_decision,approved_for_install_wave_001,notes_for_owner_ru
TOOLS_PATH_POLICY,TOOLS,SANDBOX,path policy: Mass intake candidate for path policy in TOOLS.,Mass intake seed for TOOLS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,,TO_DEFINE_DETECT_COMMAND,validate:tools-path-policy,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",tools-path-policy_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
TOOLS_RECEIPT_VALIDATOR,TOOLS,SANDBOX,receipt validator: Mass intake candidate for receipt validator in TOOLS.,Mass intake seed for TOOLS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:tools-receipt-validator,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",tools-receipt-validator_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
TOOLS_SCOPE_REVIEW_TOOL,TOOLS,SANDBOX,scope review tool: Mass intake candidate for scope review tool in TOOLS.,Mass intake seed for TOOLS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,python IMPERIUM_NEW_GENERATION/MECHANICUS/TOOLS/check_mechanicus_scope_packs_v0_1.py --help,validate:tools-scope-review-tool,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",tools-scope-review-tool_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
TOOLS_TASKPACK_DOSSIER_BUILDER,TOOLS,CANDIDATE,taskpack dossier builder: Mass intake candidate for taskpack dossier builder in TOOLS.,Mass intake seed for TOOLS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,python IMPERIUM_NEW_GENERATION/MECHANICUS/TOOLS/mechanicus_taskpack_validator_v0_1.py --help,validate:tools-taskpack-dossier-builder,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",tools-taskpack-dossier-builder_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UI_FRAMEWORKS_FRAMER_MOTION,UI_FRAMEWORKS,CANDIDATE,Framer Motion: Mass intake candidate for Framer Motion in UI_FRAMEWORKS.,Mass intake seed for UI_FRAMEWORKS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,npm install framer-motion,"node -p ""require('framer-motion/package.json').version""",validate:ui-frameworks-framer-motion,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",ui-frameworks-framer-motion_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UI_FRAMEWORKS_LUCIDE_ICONS,UI_FRAMEWORKS,CANDIDATE,Lucide icons: Mass intake candidate for Lucide icons in UI_FRAMEWORKS.,Mass intake seed for UI_FRAMEWORKS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,npm install lucide,"node -p ""require('lucide/package.json').version""",validate:ui-frameworks-lucide-icons,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",ui-frameworks-lucide-icons_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UI_FRAMEWORKS_PLAIN_HTML_CSS_JS_COCKPIT,UI_FRAMEWORKS,CANDIDATE,plain HTML/CSS/JS cockpit: Mass intake candidate for plain HTML/CSS/JS cockpit in UI_FRAMEWORKS.,Mass intake seed for UI_FRAMEWORKS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,,TO_DEFINE_DETECT_COMMAND,validate:ui-frameworks-plain-html-css-js-cockpit,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",ui-frameworks-plain-html-css-js-cockpit_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-U09-NO-FAKE-GREEN; reserved=false.
UI_FRAMEWORKS_REACT,UI_FRAMEWORKS,CANDIDATE,React: Mass intake candidate for React in UI_FRAMEWORKS.,Mass intake seed for UI_FRAMEWORKS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,npm install react react-dom,"node -p ""require('react/package.json').version""",validate:ui-frameworks-react,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",ui-frameworks-react_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UI_FRAMEWORKS_RECHARTS,UI_FRAMEWORKS,CANDIDATE,Recharts: Mass intake candidate for Recharts in UI_FRAMEWORKS.,Mass intake seed for UI_FRAMEWORKS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:ui-frameworks-recharts,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",ui-frameworks-recharts_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UI_FRAMEWORKS_SHADCN_UI,UI_FRAMEWORKS,CANDIDATE,shadcn/ui: Mass intake candidate for shadcn/ui in UI_FRAMEWORKS.,Mass intake seed for UI_FRAMEWORKS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:ui-frameworks-shadcn-ui,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",ui-frameworks-shadcn-ui_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UI_FRAMEWORKS_TAILWIND_CSS,UI_FRAMEWORKS,CANDIDATE,Tailwind CSS: Mass intake candidate for Tailwind CSS in UI_FRAMEWORKS.,Mass intake seed for UI_FRAMEWORKS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,npm install -D tailwindcss,npx tailwindcss --help,validate:ui-frameworks-tailwind-css,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",ui-frameworks-tailwind-css_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UI_FRAMEWORKS_VITE,UI_FRAMEWORKS,CANDIDATE,Vite: Mass intake candidate for Vite in UI_FRAMEWORKS.,Mass intake seed for UI_FRAMEWORKS.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,npm create vite@latest,npx vite --version,validate:ui-frameworks-vite,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",ui-frameworks-vite_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
CAP-UTILITY-GIT,UTILITIES,SANDBOX,git: Repository truth checks and version traceability.,Supports clean-state and head-verification gates.,Разрешено только в sandbox-контуре с явной валидационной receipt. Локальный агент может запускать только в экспериментальном контуре.,Повышает повторяемость задач. Разрешенные use-case: Bounded task execution under Mechanicus policy; Evidence-backed validation and report generation. Статус сейчас: SANDBOX.,Unsafe operations remain possible without discipline. Forbidden: Production-ready claim without receipts; Out-of-scope or unbounded execution,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,git --version,validate:cap-utility-git,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",cap-utility-git_receipt.json,canon_later,pending,False,source_type=built_in; install_gate=GATE-U00-GIT-TRUTH; reserved=false.
CAP-UTILITY-POWERSHELL,UTILITIES,SANDBOX,PowerShell: Primary PC executor for bounded automation.,Provides deterministic command orchestration.,Разрешено только в sandbox-контуре с явной валидационной receipt. Локальный агент может запускать только в экспериментальном контуре.,Повышает повторяемость задач. Разрешенные use-case: Bounded task execution under Mechanicus policy; Evidence-backed validation and report generation. Статус сейчас: SANDBOX.,Host permissions can expose risky operations. Forbidden: Production-ready claim without receipts; Out-of-scope or unbounded execution,False,READY_FOR_SCOPE_USAGE_WITH_RECEIPT_DISCIPLINE.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,LIKELY_CROSS_PLATFORM_CONTEXT,No installs executed. Detection and planning only.,,"powershell -NoProfile -Command ""$PSVersionTable.PSVersion.ToString()""",validate:cap-utility-powershell,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",cap-utility-powershell_receipt.json,canon_later,pending,False,source_type=built_in; install_gate=GATE-U21-COMMAND-CHUNKING; reserved=false.
UTILITIES_7_ZIP,UTILITIES,CANDIDATE,7-Zip: Mass intake candidate for 7-Zip in UTILITIES.,Mass intake seed for UTILITIES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,winget install 7zip.7zip,7z i,validate:utilities-7-zip,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",utilities-7-zip_validation_receipt.json,install,pending,True,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UTILITIES_ARCHIVE_MANIFEST_GENERATOR,UTILITIES,SANDBOX,archive manifest generator: Mass intake candidate for archive manifest generator in UTILITIES.,Mass intake seed for UTILITIES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,"python -c ""import json,hashlib,zipfile,tarfile; print('archive_manifest_stack_ok')""",validate:utilities-archive-manifest-generator,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",utilities-archive-manifest-generator_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UTILITIES_FD,UTILITIES,SANDBOX,fd: Mass intake candidate for fd in UTILITIES.,Mass intake seed for UTILITIES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,winget install sharkdp.fd,fd --version,validate:utilities-fd,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",utilities-fd_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UTILITIES_JQ,UTILITIES,SANDBOX,jq: Mass intake candidate for jq in UTILITIES.,Mass intake seed for UTILITIES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,winget install jqlang.jq,jq --version,validate:utilities-jq,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",utilities-jq_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UTILITIES_RIPGREP,UTILITIES,SANDBOX,ripgrep: Mass intake candidate for ripgrep in UTILITIES.,Mass intake seed for UTILITIES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,winget install BurntSushi.ripgrep,rg --version,validate:utilities-ripgrep,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",utilities-ripgrep_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UTILITIES_SAFE_DELETE_QUARANTINE_WRAPPER,UTILITIES,CANDIDATE,safe delete/quarantine wrapper: Mass intake candidate for safe delete/quarantine wrapper in UTILITIES.,Mass intake seed for UTILITIES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:utilities-safe-delete-quarantine-wrapper,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",utilities-safe-delete-quarantine-wrapper_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UTILITIES_SHA256_HASHING,UTILITIES,SANDBOX,SHA256 hashing: Mass intake candidate for SHA256 hashing in UTILITIES.,Mass intake seed for UTILITIES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,certutil -hashfile AGENTS.md SHA256,validate:utilities-sha256-hashing,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",utilities-sha256-hashing_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
UTILITIES_YQ,UTILITIES,SANDBOX,yq: Mass intake candidate for yq in UTILITIES.,Mass intake seed for UTILITIES.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: SANDBOX.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,winget install MikeFarah.yq,yq --version,validate:utilities-yq,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",utilities-yq_validation_receipt.json,sandbox,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
CAP-VIS-PLAYWRIGHT-REGRESSION,VISUAL_TESTING,CANDIDATE,Playwright visual regression candidate: Candidate visual capture/regression lane.,Would standardize screenshot evidence automation.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Bounded task execution under Mechanicus policy; Evidence-backed validation and report generation. Статус сейчас: CANDIDATE.,No local validation in foundation scope. Forbidden: Production-ready claim without receipts; Out-of-scope or unbounded execution Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,npm install -D @playwright/test,npx playwright --version,validate:cap-vis-playwright-regression,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",cap-vis-playwright-regression_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-VISUAL-TOOL-ADMISSION; reserved=false.
VISUAL_TESTING_ANTI_GENERIC_ADMIN_VISUAL_GATE,VISUAL_TESTING,CANDIDATE,anti-generic-admin visual gate: Mass intake candidate for anti-generic-admin visual gate in VISUAL_TESTING.,Mass intake seed for VISUAL_TESTING.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,TO_DEFINE_BY_OWNER_INSTALL_GATE,TO_DEFINE_DETECT_COMMAND,validate:visual-testing-anti-generic-admin-visual-gate,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",visual-testing-anti-generic-admin-visual-gate_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
VISUAL_TESTING_PLAYWRIGHT,VISUAL_TESTING,CANDIDATE,Playwright: Mass intake candidate for Playwright in VISUAL_TESTING.,Mass intake seed for VISUAL_TESTING.,"Можно включать в scope как candidate context, но не активировать без SANDBOX admission. Локальный агент может планировать/документировать, но не исполнять.",Повышает повторяемость задач. Разрешенные use-case: Capability cataloging and validation planning; Scoped candidate execution after explicit admission gate. Статус сейчас: CANDIDATE.,Candidate-only until validation receipts and trust checks exist. Forbidden: Claiming CANON without validation receipt evidence; Using capability outside bounded task scope Требует owner gate на установку.,True,DETECT_ONLY_NOW; install only after Owner approval wave.,NOT_TESTED_IN_THIS_TASK; VM3 profile intentionally not touched.,TO_VERIFY_PER_PLATFORM_PROFILE,No installs executed. Detection and planning only.,npm install -D @playwright/test,npx playwright --version,validate:visual-testing-playwright,"Manual stress candidate: run detect_command and validation_command 3x, then compare receipt names and verdict stability.",visual-testing-playwright_validation_receipt.json,keep_candidate,pending,False,source_type=external_tool; install_gate=GATE-ARSENAL-EXTERNAL-INSTALL-ADMISSION; reserved=false.
